"Date","Time","Group","Latitude","Longitude","Altitude","Forest Type","Hole Diameter","Week","Group color"
"2/07/2015","3:33:46 PM","blue 3",-25.57084541,153.07334538,152.199996948242,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:34:02 PM","blue 3",-25.57088013,153.07336324,152,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:34:10 PM","blue 3",-25.57091932,153.07337743,154.399993896484,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:34:52 PM","blue 3",-25.57104413,153.07341864,149.100006103516,"Medium Open",32,"Week 2","blue"
"2/07/2015","3:34:58 PM","blue 3",-25.57106193,153.07340821,150.399993896484,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:35:19 PM","blue 3",-25.57110857,153.07345109,152,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:36:57 PM","blue 3",-25.5714082,153.07343084,150.399993896484,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:37:02 PM","blue 3",-25.57142599,153.07341889,147.5,"Medium Open",29,"Week 2","blue"
"2/07/2015","3:37:18 PM","blue 3",-25.57147631,153.07338523,149.5,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:37:21 PM","blue 3",-25.5714775,153.07339153,149.100006103516,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:37:31 PM","blue 3",-25.57147847,153.07339248,149,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:37:37 PM","blue 3",-25.57147854,153.07339234,149,"Medium Open",35,"Week 2","blue"
"2/07/2015","3:39:06 PM","blue 3",-25.57167449,153.07333259,155,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:39:11 PM","blue 3",-25.57166095,153.07332386,155.899993896484,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:39:44 PM","blue 3",-25.57176925,153.07334236,148.5,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:39:59 PM","blue 3",-25.5717802,153.07330647,149.600006103516,"Medium Open",10,"Week 2","blue"
"2/07/2015","3:40:26 PM","blue 3",-25.57177777,153.07330844,149.300003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","3:43:02 PM","blue 3",-25.57242973,153.07343937,160.800003051758,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:43:06 PM","blue 3",-25.5724447,153.0734328,158,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:43:54 PM","blue 3",-25.57269486,153.07343017,156.600006103516,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:44:00 PM","blue 3",-25.5726945,153.07343115,156.600006103516,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:44:13 PM","blue 3",-25.57270551,153.07348316,154.199996948242,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:44:35 PM","blue 3",-25.57269983,153.07350961,153.800003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:50:20 PM","blue 3",-25.57516434,153.07384039,158.100006103516,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:50:27 PM","blue 3",-25.57516434,153.07384036,158.100006103516,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:51:23 PM","blue 3",-25.57528962,153.07380095,159.899993896484,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:53:42 PM","blue 3",-25.57577787,153.07371172,162.399993896484,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:54:16 PM","blue 3",-25.57584897,153.07368111,164.300003051758,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:55:09 PM","blue 3",-25.57602374,153.07365299,161.800003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:55:27 PM","blue 3",-25.57602746,153.07364888,161.300003051758,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:56:02 PM","blue 3",-25.57612046,153.07367086,160.699996948242,"Medium Open",15,"Week 2","blue"
"2/07/2015","3:57:12 PM","blue 3",-25.57626746,153.07373687,163.100006103516,"Medium Open",20,"Week 2","blue"
"2/07/2015","2:54:47 PM","blue 2",-25.56190948,153.06868586,186.300003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","2:55:26 PM","blue 2",-25.56192571,153.06866782,185.899993896484,"Medium Open",8,"Week 2","blue"
"2/07/2015","2:55:29 PM","blue 2",-25.56192845,153.06866017,186.600006103516,"Medium Open",7,"Week 2","blue"
"2/07/2015","2:57:19 PM","blue 2",-25.56201101,153.0685913,180,"Medium Open",12,"Week 2","blue"
"2/07/2015","2:57:24 PM","blue 2",-25.56201102,153.06859134,180,"Medium Open",4,"Week 2","blue"
"2/07/2015","2:58:33 PM","blue 2",-25.56206343,153.06855448,179.800003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","2:58:57 PM","blue 2",-25.56207901,153.06854463,178.300003051758,"Medium Open",8,"Week 2","blue"
"2/07/2015","2:59:51 PM","blue 2",-25.56221236,153.06848985,178.600006103516,"Medium Open",6,"Week 2","blue"
"2/07/2015","3:03:35 PM","blue 2",-25.56285002,153.06824028,175.600006103516,"Medium Open",20,"Week 2","blue"
"2/07/2015","3:06:19 PM","blue 2",-25.56345847,153.06842641,168,"Medium Open",9,"Week 2","blue"
"2/07/2015","3:07:02 PM","blue 2",-25.5634901,153.0684395,168.100006103516,"Medium Open",6,"Week 2","blue"
"2/07/2015","3:08:00 PM","blue 2",-25.56358978,153.06844461,168.800003051758,"Medium Open",26,"Week 2","blue"
"2/07/2015","3:09:01 PM","blue 2",-25.56359945,153.06843629,168.300003051758,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:09:25 PM","blue 2",-25.56362979,153.06840724,166.699996948242,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:09:31 PM","blue 2",-25.56363363,153.06840418,166.899993896484,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:09:42 PM","blue 2",-25.56363431,153.06840349,167,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:10:57 PM","blue 2",-25.56383357,153.06831154,165.199996948242,"Medium Open",16,"Week 2","blue"
"2/07/2015","3:12:18 PM","blue 2",-25.56407943,153.0681766,162.600006103516,"Medium Open",16,"Week 2","blue"
"2/07/2015","3:12:51 PM","blue 2",-25.56416117,153.06816353,163.600006103516,"Medium Open",28,"Week 2","blue"
"2/07/2015","3:14:49 PM","blue 2",-25.56459403,153.06820335,155.800003051758,"Medium Open",15,"Week 2","blue"
"2/07/2015","3:15:45 PM","blue 2",-25.56467067,153.06820336,160.800003051758,"Medium Open",22,"Week 2","blue"
"2/07/2015","3:15:48 PM","blue 2",-25.56467078,153.06820336,160.800003051758,"Medium Open",19,"Week 2","blue"
"2/07/2015","3:17:04 PM","blue 2",-25.56472049,153.06818749,161.899993896484,"Medium Open",23,"Week 2","blue"
"2/07/2015","3:17:37 PM","blue 2",-25.56472005,153.06818733,160.199996948242,"Medium Open",14,"Week 2","blue"
"2/07/2015","3:17:48 PM","blue 2",-25.56475138,153.06816476,158.399993896484,"Medium Open",16,"Week 2","blue"
"2/07/2015","3:20:37 PM","blue 2",-25.5648621,153.06818051,161.800003051758,"Medium Open",33,"Week 2","blue"
"2/07/2015","3:21:03 PM","blue 2",-25.56486295,153.06818043,161.800003051758,"Medium Open",14,"Week 2","blue"
"2/07/2015","3:21:24 PM","blue 2",-25.56486335,153.06818104,161.699996948242,"Medium Open",29,"Week 2","blue"
"2/07/2015","3:21:48 PM","blue 2",-25.56486489,153.06818124,161.699996948242,"Medium Open",15,"Week 2","blue"
"2/07/2015","3:22:21 PM","blue 2",-25.5648897,153.06820616,157.699996948242,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:22:29 PM","blue 2",-25.56489041,153.06820658,157.699996948242,"Medium Open",13,"Week 2","blue"
"2/07/2015","3:23:36 PM","blue 2",-25.56498858,153.06822989,161.699996948242,"Medium Open",19,"Week 2","blue"
"2/07/2015","3:24:05 PM","blue 2",-25.56506955,153.06831587,161.300003051758,"Medium Open",17,"Week 2","blue"
"2/07/2015","3:24:27 PM","blue 2",-25.56514251,153.06833571,157.399993896484,"Medium Open",18,"Week 2","blue"
"2/07/2015","3:24:59 PM","blue 2",-25.56522841,153.06837607,158.399993896484,"Medium Open",23,"Week 2","blue"
"2/07/2015","3:25:10 PM","blue 2",-25.56524366,153.06838287,161.199996948242,"Medium Open",7,"Week 2","blue"
"2/07/2015","3:25:34 PM","blue 2",-25.56525215,153.06838634,161.699996948242,"Medium Open",9,"Week 2","blue"
"2/07/2015","3:26:39 PM","blue 2",-25.56536059,153.06842419,165.899993896484,"Medium Open",18,"Week 2","blue"
"2/07/2015","3:27:02 PM","blue 2",-25.56540901,153.06841464,161.300003051758,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:30:15 PM","blue 2",-25.56578144,153.06860625,156.100006103516,"Medium Open",25,"Week 2","blue"
"2/07/2015","3:31:45 PM","blue 2",-25.56603576,153.06862145,159.699996948242,"Medium Open",24,"Week 2","blue"
"2/07/2015","3:33:05 PM","blue 2",-25.56615096,153.06862776,162.899993896484,"Medium Open",12,"Week 2","blue"
"2/07/2015","3:33:18 PM","blue 2",-25.56619167,153.06862443,162.399993896484,"Medium Open",30,"Week 2","blue"
"2/07/2015","3:59:57 PM","blue 2",-25.56871771,153.0719284,151,"Medium Open",26,"Week 2","blue"
"2/07/2015","4:00:13 PM","blue 2",-25.56871777,153.07192858,151.100006103516,"Medium Open",25,"Week 2","blue"
"2/07/2015","4:00:33 PM","blue 2",-25.56869152,153.07192531,149.899993896484,"Medium Open",5,"Week 2","blue"
"2/07/2015","4:01:00 PM","blue 2",-25.56865841,153.07187871,151.5,"Medium Open",4,"Week 2","blue"
"2/07/2015","4:01:07 PM","blue 2",-25.56865838,153.07187867,151.5,"Medium Open",5,"Week 2","blue"
"2/07/2015","4:01:11 PM","blue 2",-25.5686583,153.07187557,151.199996948242,"Medium Open",20,"Week 2","blue"
"2/07/2015","4:01:26 PM","blue 2",-25.56864982,153.07185901,151.300003051758,"Medium Open",10,"Week 2","blue"
"2/07/2015","4:01:29 PM","blue 2",-25.56864815,153.0718553,151.600006103516,"Medium Open",4,"Week 2","blue"
"2/07/2015","4:01:33 PM","blue 2",-25.56864545,153.07184771,151.699996948242,"Medium Open",5,"Week 2","blue"
"2/07/2015","4:01:46 PM","blue 2",-25.56863798,153.07183802,152,"Medium Open",3,"Week 2","blue"
"2/07/2015","4:01:52 PM","blue 2",-25.56863816,153.07183823,152.100006103516,"Medium Open",6,"Week 2","blue"
"2/07/2015","4:03:31 PM","blue 2",-25.56836373,153.07165482,154.800003051758,"Medium Open",27,"Week 2","blue"
"2/07/2015","4:04:06 PM","blue 2",-25.56826546,153.0715893,154.699996948242,"Medium Open",16,"Week 2","blue"
"2/07/2015","4:05:34 PM","blue 2",-25.5681154,153.0713873,157.300003051758,"Medium Open",24,"Week 2","blue"
"2/07/2015","4:05:36 PM","blue 2",-25.56811536,153.07138725,157.300003051758,"Medium Open",18,"Week 2","blue"
"2/07/2015","4:05:51 PM","blue 2",-25.56808957,153.0713554,157.800003051758,"Medium Open",21,"Week 2","blue"
"2/07/2015","4:06:08 PM","blue 2",-25.56807961,153.07134528,157.600006103516,"Medium Open",22,"Week 2","blue"
"2/07/2015","4:07:25 PM","blue 2",-25.56787904,153.07105442,158.300003051758,"Medium Open",27,"Week 2","blue"
"2/07/2015","4:08:09 PM","blue 2",-25.56783709,153.07100061,156.399993896484,"Medium Open",26,"Week 2","blue"
"2/07/2015","4:09:11 PM","blue 2",-25.56777065,153.07088794,156.699996948242,"Medium Open",23,"Week 2","blue"
"2/07/2015","4:12:23 PM","blue 2",-25.56740806,153.07010302,159.300003051758,"Medium Open",23,"Week 2","blue"
"2/07/2015","4:12:28 PM","blue 2",-25.56740752,153.07010228,159.199996948242,"Medium Open",4,"Week 2","blue"
"2/07/2015","4:12:44 PM","blue 2",-25.56740685,153.07010192,159.100006103516,"Medium Open",22,"Week 2","blue"
"2/07/2015","4:13:13 PM","blue 2",-25.56737423,153.07003554,164,"Medium Open",6,"Week 2","blue"
"2/07/2015","4:14:00 PM","blue 2",-25.56734854,153.0698843,159.5,"Medium Open",22,"Week 2","blue"
"2/07/2015","4:14:39 PM","blue 2",-25.56734706,153.0698068,156.800003051758,"Medium Open",19,"Week 2","blue"
"2/07/2015","4:16:43 PM","blue 2",-25.56717282,153.06940255,161.300003051758,"Medium Open",18,"Week 2","blue"
"2/07/2015","4:17:33 PM","blue 2",-25.56702388,153.06931427,159.300003051758,"Medium Open",28,"Week 2","blue"
"2/07/2015","4:18:06 PM","blue 2",-25.56688522,153.06919585,158.100006103516,"Medium Open",15,"Week 2","blue"
"2/07/2015","4:18:30 PM","blue 2",-25.56686965,153.06917823,160.199996948242,"Medium Open",18,"Week 2","blue"
"2/07/2015","4:18:49 PM","blue 2",-25.56683692,153.06916718,161.199996948242,"Medium Open",19,"Week 2","blue"
"2/07/2015","4:21:26 PM","blue 2",-25.5664599,153.06887822,161.800003051758,"Medium Open",34,"Week 2","blue"
"2/07/2015","4:21:56 PM","blue 2",-25.56640086,153.0688429,160.800003051758,"Medium Open",23,"Week 2","blue"
"2/07/2015","4:23:01 PM","blue 2",-25.5662959,153.06874056,160.600006103516,"Medium Open",9,"Week 2","blue"
"3/07/2015","12:53:19 PM","redfridaywitty",-25.59902489,153.09143249,57.5999984741211,"Tall Open",5,"Week 2","blue"
"3/07/2015","12:53:23 PM","redfridaywitty",-25.59902671,153.0914336,57.5,"Tall Open",5,"Week 2","blue"
"3/07/2015","1:26:16 PM","redfridaywitty",-25.5866988,153.08316617,96.5999984741211,"Tall Open",2,"Week 2","blue"
"3/07/2015","1:54:54 PM","redfridaywitty",-25.57811247,153.07614215,179.699996948242,"Tall Open",30,"Week 2","blue"
"3/07/2015","1:56:05 PM","redfridaywitty",-25.57811233,153.0761422,185.899993896484,"Tall Open",5,"Week 2","blue"
"3/07/2015","2:14:34 PM","redfridaywitty",-25.58660211,153.08311983,90.8000030517578,"Tall Open",15,"Week 2","blue"
"3/07/2015","2:22:55 PM","redfridaywitty",-25.5883338,153.08365181,78.3000030517578,"Tall Open",20,"Week 2","blue"
"3/07/2015","3:30:56 PM","green spider group one",-25.57482723,153.07385289,155,"Medium Open",20,"Week 2","blue"
"3/07/2015","3:31:01 PM","green spider group one",-25.57482661,153.07385628,156.600006103516,"Medium Open",29,"Week 2","blue"
"3/07/2015","3:35:26 PM","green spider group one",-25.57495405,153.07383253,155.800003051758,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:35:31 PM","green spider group one",-25.57495465,153.07382739,154.600006103516,"Medium Open",26,"Week 2","blue"
"3/07/2015","3:37:14 PM","green spider group one",-25.57506001,153.07381432,155,"Medium Open",32,"Week 2","blue"
"3/07/2015","3:38:00 PM","green spider group one",-25.5751001,153.07381944,150.899993896484,"Medium Open",28,"Week 2","blue"
"3/07/2015","3:38:46 PM","green spider group one",-25.57520321,153.07382066,159,"Medium Open",31,"Week 2","blue"
"3/07/2015","3:40:14 PM","green spider group one",-25.57528284,153.07379686,157.600006103516,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:40:38 PM","green spider group one",-25.57531521,153.07375464,161.899993896484,"Medium Open",17,"Week 2","blue"
"3/07/2015","3:43:43 PM","green spider group one",-25.57553578,153.07373839,160.100006103516,"Medium Open",15,"Week 2","blue"
"3/07/2015","3:45:36 PM","green spider group one",-25.57568322,153.0736912,159.399993896484,"Medium Open",31,"Week 2","blue"
"3/07/2015","3:46:21 PM","green spider group one",-25.57576663,153.07367973,160.699996948242,"Medium Open",19,"Week 2","blue"
"3/07/2015","3:47:06 PM","green spider group one",-25.57585307,153.07363709,157.699996948242,"Medium Open",16,"Week 2","blue"
"3/07/2015","3:47:22 PM","green spider group one",-25.5758707,153.07363184,158.800003051758,"Medium Open",26,"Week 2","blue"
"3/07/2015","3:48:04 PM","green spider group one",-25.5759059,153.07360964,160.399993896484,"Medium Open",9,"Week 2","blue"
"3/07/2015","3:48:07 PM","green spider group one",-25.57590822,153.07360762,161,"Medium Open",4,"Week 2","blue"
"3/07/2015","3:49:35 PM","green spider group one",-25.57604094,153.07364496,160.600006103516,"Medium Open",29,"Week 2","blue"
"3/07/2015","3:50:56 PM","green spider group one",-25.57611614,153.07369361,159.100006103516,"Medium Open",18,"Week 2","blue"
"3/07/2015","3:51:40 PM","green spider group one",-25.5761535,153.07371135,156.100006103516,"Medium Open",19,"Week 2","blue"
"3/07/2015","3:59:47 PM","green spider group one",-25.57795508,153.07516858,179.199996948242,"Medium Open",28,"Week 2","blue"
"3/07/2015","4:00:55 PM","green spider group one",-25.57805938,153.07536567,178.800003051758,"Medium Open",27,"Week 2","blue"
"3/07/2015","4:01:19 PM","green spider group one",-25.57807887,153.07540419,181.699996948242,"Medium Open",16,"Week 2","blue"
"3/07/2015","4:10:57 PM","green spider group one",-25.57901443,153.07707863,178.800003051758,"Medium Open",22,"Week 2","blue"
"3/07/2015","4:16:22 PM","green spider group one",-25.57987072,153.07789324,169.399993896484,"Medium Open",29,"Week 2","blue"
"3/07/2015","4:17:51 PM","green spider group one",-25.58005746,153.07804312,164.699996948242,"Medium Open",27,"Week 2","blue"
"3/07/2015","4:27:00 PM","green spider group one",-25.58352563,153.08065261,144.100006103516,"Medium Open",NA,"Week 2","blue"
"3/07/2015","4:32:43 PM","green spider group one",-25.58416846,153.08185825,139.800003051758,"Medium Open",13,"Week 2","blue"
"3/07/2015","5:11:04 PM","green spider group one",-25.59677659,153.08857894,72.8000030517578,"Medium Open",18,"Week 2","blue"
"3/07/2015","12:54:05 PM","redfridaycallum",-25.59903517,153.09140558,71.0999984741211,"Tall Open",50,"Week 2","blue"
"3/07/2015","1:26:38 PM","redfridaycallum",-25.58660896,153.08326366,89.6999969482422,"Tall Open",20,"Week 2","blue"
"3/07/2015","1:54:31 PM","redfridaycallum",-25.57806359,153.07604646,154.199996948242,"Tall Open",20,"Week 2","blue"
"3/07/2015","1:54:46 PM","redfridaycallum",-25.57809013,153.07615154,184.899993896484,"Tall Open",10,"Week 2","blue"
"3/07/2015","1:54:50 PM","redfridaycallum",-25.57808513,153.07616191,184.399993896484,"Tall Open",5,"Week 2","blue"
"3/07/2015","1:54:54 PM","redfridaycallum",-25.57808496,153.07616223,184.300003051758,"Tall Open",5,"Week 2","blue"
"3/07/2015","1:55:14 PM","redfridaycallum",-25.57805987,153.07616498,189.699996948242,"Tall Open",3,"Week 2","blue"
"3/07/2015","2:14:49 PM","redfridaycallum",-25.57900892,153.07711427,179.699996948242,"Tall Open",15,"Week 2","blue"
"3/07/2015","2:19:10 PM","redfridaycallum",-25.57967647,153.0777523,175.100006103516,"Tall Open",40,"Week 2","blue"
"3/07/2015","3:02:00 PM","green 3",-25.5621273,153.06852656,167,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:02:04 PM","green 3",-25.56212752,153.06852626,167.100006103516,"Medium Open",17,"Week 2","blue"
"3/07/2015","3:02:07 PM","green 3",-25.56212762,153.06852616,167.100006103516,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:10:32 PM","green 3",-25.56304387,153.06815894,159.300003051758,"Medium Open",24,"Week 2","blue"
"3/07/2015","3:12:37 PM","green 3",-25.56326176,153.06833852,160.199996948242,"Medium Open",23,"Week 2","blue"
"3/07/2015","3:12:40 PM","green 3",-25.5632618,153.06833856,160.199996948242,"Medium Open",28,"Week 2","blue"
"3/07/2015","3:13:10 PM","green 3",-25.56326133,153.06833799,160.199996948242,"Medium Open",28,"Week 2","blue"
"3/07/2015","3:14:30 PM","green 3",-25.56332253,153.06835957,162,"Medium Open",27,"Week 2","blue"
"3/07/2015","3:16:47 PM","green 3",-25.56352918,153.06844296,158,"Medium Open",26,"Week 2","blue"
"3/07/2015","3:18:07 PM","green 3",-25.56372539,153.0683829,149.699996948242,"Medium Open",20,"Week 2","blue"
"3/07/2015","3:18:09 PM","green 3",-25.56372584,153.06838219,149.699996948242,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:19:52 PM","green 3",-25.56388542,153.06827365,155.699996948242,"Medium Open",23,"Week 2","blue"
"3/07/2015","3:23:12 PM","green 3",-25.56429003,153.06812464,152.300003051758,"Medium Open",26,"Week 2","blue"
"3/07/2015","3:25:39 PM","green 3",-25.56451984,153.06817926,153.5,"Medium Open",17,"Week 2","blue"
"3/07/2015","3:26:59 PM","green 3",-25.56477875,153.06817233,148.5,"Medium Open",15,"Week 2","blue"
"3/07/2015","3:27:18 PM","green 3",-25.56477885,153.06817228,148.5,"Medium Open",21,"Week 2","blue"
"3/07/2015","3:27:39 PM","green 3",-25.56477886,153.06817223,148.5,"Medium Open",17,"Week 2","blue"
"3/07/2015","3:28:01 PM","green 3",-25.56477914,153.06817199,148.699996948242,"Medium Open",29,"Week 2","blue"
"3/07/2015","3:28:15 PM","green 3",-25.56477923,153.06817194,148.699996948242,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:28:38 PM","green 3",-25.564839,153.0681784,147.899993896484,"Medium Open",23,"Week 2","blue"
"3/07/2015","3:28:44 PM","green 3",-25.56489465,153.06819901,143.399993896484,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:28:49 PM","green 3",-25.56491315,153.06819371,143.5,"Medium Open",22,"Week 2","blue"
"3/07/2015","3:30:37 PM","green 3",-25.56504636,153.06827845,145.899993896484,"Medium Open",30,"Week 2","blue"
"3/07/2015","3:31:29 PM","green 3",-25.56516311,153.06830725,148.699996948242,"Medium Open",27,"Week 2","blue"
"3/07/2015","3:32:19 PM","green 3",-25.56520601,153.06829021,150.399993896484,"Medium Open",23,"Week 2","blue"
"3/07/2015","3:33:30 PM","green 3",-25.56525659,153.06835104,150.199996948242,"Medium Open",20,"Week 2","blue"
"3/07/2015","3:34:09 PM","green 3",-25.56532102,153.06837793,152.699996948242,"Medium Open",15,"Week 2","blue"
"3/07/2015","3:34:13 PM","green 3",-25.56533605,153.06838323,151.699996948242,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:38:03 PM","green 3",-25.56582594,153.06857404,151.100006103516,"Medium Open",23,"Week 2","blue"
"3/07/2015","3:39:32 PM","green 3",-25.56598228,153.06860641,152.899993896484,"Medium Open",27,"Week 2","blue"
"3/07/2015","3:40:40 PM","green 3",-25.56619691,153.06859472,155.399993896484,"Medium Open",15,"Week 2","blue"
"3/07/2015","3:42:23 PM","green 3",-25.56626191,153.06864425,154.800003051758,"Medium Open",28,"Week 2","blue"
"3/07/2015","3:43:02 PM","green 3",-25.5662903,153.06871799,154,"Medium Open",22,"Week 2","blue"
"3/07/2015","3:43:30 PM","green 3",-25.56631307,153.06874112,155,"Medium Open",26,"Week 2","blue"
"3/07/2015","3:44:12 PM","green 3",-25.56634614,153.06876443,153.899993896484,"Medium Open",18,"Week 2","blue"
"3/07/2015","3:48:38 PM","green 3",-25.56680594,153.06913021,156,"Medium Open",22,"Week 2","blue"
"3/07/2015","3:49:10 PM","green 3",-25.56688469,153.06921253,154.899993896484,"Medium Open",22,"Week 2","blue"
"3/07/2015","3:52:09 PM","green 3",-25.5673003,153.06963626,152.899993896484,"Medium Open",20,"Week 2","blue"
"3/07/2015","3:53:25 PM","green 3",-25.5673134,153.06985249,153.100006103516,"Medium Open",23,"Week 2","blue"
"3/07/2015","3:54:28 PM","green 3",-25.56734428,153.07006746,151.100006103516,"Medium Open",22,"Week 2","blue"
"3/07/2015","3:55:25 PM","green 3",-25.56734352,153.07010238,149.699996948242,"Medium Open",27,"Week 2","blue"
"3/07/2015","3:56:53 PM","green 3",-25.56746686,153.07028258,152.899993896484,"Medium Open",25,"Week 2","blue"
"3/07/2015","3:57:02 PM","green 3",-25.56746686,153.07028276,152.899993896484,"Medium Open",23,"Week 2","blue"
"3/07/2015","3:59:06 PM","green 3",-25.5676374,153.07068344,146.199996948242,"Medium Open",30,"Week 2","blue"
"3/07/2015","4:00:19 PM","green 3",-25.56773757,153.07087368,145.800003051758,"Medium Open",22,"Week 2","blue"
"3/07/2015","4:00:21 PM","green 3",-25.56773773,153.07087267,145.699996948242,"Medium Open",22,"Week 2","blue"
"3/07/2015","4:00:48 PM","green 3",-25.56777359,153.07091619,148.199996948242,"Medium Open",15,"Week 2","blue"
"3/07/2015","4:00:55 PM","green 3",-25.56779146,153.07093949,143.199996948242,"Medium Open",20,"Week 2","blue"
"3/07/2015","4:02:45 PM","green 3",-25.56797646,153.07125609,147.399993896484,"Medium Open",25,"Week 2","blue"
"3/07/2015","4:03:30 PM","green 3",-25.56808038,153.07133368,149.600006103516,"Medium Open",24,"Week 2","blue"
"3/07/2015","4:03:58 PM","green 3",-25.56808047,153.07132961,151.5,"Medium Open",20,"Week 2","blue"
"3/07/2015","4:04:00 PM","green 3",-25.56808047,153.07132961,151.5,"Medium Open",14,"Week 2","blue"
"3/07/2015","4:05:21 PM","green 3",-25.56813698,153.07142118,147,"Medium Open",22,"Week 2","blue"
"3/07/2015","4:07:06 PM","green 3",-25.56827795,153.07162405,149.100006103516,"Medium Open",23,"Week 2","blue"
"3/07/2015","4:07:33 PM","green 3",-25.56837679,153.0716309,147.699996948242,"Medium Open",22,"Week 2","blue"
"3/07/2015","4:07:43 PM","green 3",-25.5683738,153.07163722,147.300003051758,"Medium Open",19,"Week 2","blue"
"3/07/2015","4:08:47 PM","green 3",-25.56843852,153.07171401,144.600006103516,"Medium Open",19,"Week 2","blue"
"3/07/2015","4:09:30 PM","green 3",-25.56857354,153.07181847,149.699996948242,"Medium Open",21,"Week 2","blue"
"3/07/2015","4:10:16 PM","green 3",-25.56866376,153.07192758,155.800003051758,"Medium Open",25,"Week 2","blue"
"3/07/2015","4:12:49 PM","green 3",-25.56904375,153.07226847,146.5,"Medium Open",23,"Week 2","blue"
"3/07/2015","4:13:03 PM","green 3",-25.56906164,153.0722736,148.699996948242,"Medium Open",18,"Week 2","blue"
"3/07/2015","4:14:03 PM","green 3",-25.56912532,153.07230013,149.300003051758,"Medium Open",23,"Week 2","blue"
"3/07/2015","4:14:05 PM","green 3",-25.56912531,153.07230014,149.300003051758,"Medium Open",20,"Week 2","blue"
"3/07/2015","4:16:14 PM","green 3",-25.56944438,153.07240015,147.899993896484,"Medium Open",18,"Week 2","blue"
"3/07/2015","4:16:18 PM","green 3",-25.5694452,153.0724016,148,"Medium Open",22,"Week 2","blue"
"3/07/2015","4:16:28 PM","green 3",-25.56946464,153.0724398,143.5,"Medium Open",19,"Week 2","blue"
"3/07/2015","4:17:59 PM","green 3",-25.56960188,153.07255356,148.199996948242,"Medium Open",25,"Week 2","blue"
"3/07/2015","4:20:17 PM","green 3",-25.5701639,153.07303476,143.899993896484,"Medium Open",25,"Week 2","blue"
"3/07/2015","4:20:22 PM","green 3",-25.57016731,153.0730344,144.300003051758,"Medium Open",20,"Week 2","blue"
"3/07/2015","4:20:44 PM","green 3",-25.5703129,153.07312699,147.699996948242,"Medium Open",27,"Week 2","blue"
"3/07/2015","4:21:55 PM","green 3",-25.57050896,153.0732115,151.5,"Medium Open",23,"Week 2","blue"
"3/07/2015","4:22:14 PM","green 3",-25.57054905,153.07318726,154.800003051758,"Medium Open",18,"Week 2","blue"
"3/07/2015","4:22:40 PM","green 3",-25.57055684,153.07318836,153.100006103516,"Medium Open",17,"Week 2","blue"
"3/07/2015","4:30:34 PM","green 3",-25.57063591,153.07325835,161,"Medium Open",17,"Week 2","blue"
"3/07/2015","4:30:54 PM","green 3",-25.57064733,153.07325688,162.199996948242,"Medium Open",10,"Week 2","blue"
"3/07/2015","4:31:06 PM","green 3",-25.57064637,153.07325646,162,"Medium Open",11,"Week 2","blue"
"3/07/2015","4:31:11 PM","green 3",-25.57064625,153.07325632,162,"Medium Open",10,"Week 2","blue"
"3/07/2015","4:31:21 PM","green 3",-25.5706462,153.07325627,162,"Medium Open",16,"Week 2","blue"
